ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2026-02-27 08:38:00+00:00,33,1,42140878,6904.25,6905.25,6904.0,6905.0,87,ES.c.0
2026-02-27 08:39:00+00:00,33,1,42140878,6905.0,6905.25,6904.25,6905.25,94,ES.c.0
2026-02-27 08:40:00+00:00,33,1,42140878,6905.25,6905.5,6904.75,6904.75,94,ES.c.0
2026-02-27 08:41:00+00:00,33,1,42140878,6905.0,6905.25,6904.0,6905.0,186,ES.c.0
2026-02-27 08:42:00+00:00,33,1,42140878,6905.0,6905.0,6904.0,6904.75,116,ES.c.0
2026-02-27 08:43:00+00:00,33,1,42140878,6904.75,6905.0,6904.0,6904.25,94,ES.c.0
2026-02-27 08:44:00+00:00,33,1,42140878,6904.5,6905.5,6904.5,6904.5,122,ES.c.0
2026-02-27 08:45:00+00:00,33,1,42140878,6904.5,6904.75,6903.75,6904.5,73,ES.c.0
2026-02-27 08:46:00+00:00,33,1,42140878,6904.5,6905.25,6904.25,6905.0,146,ES.c.0
2026-02-27 08:47:00+00:00,33,1,42140878,6905.0,6905.5,6904.75,6905.5,61,ES.c.0
2026-02-27 08:48:00+00:00,33,1,42140878,6905.25,6905.5,6904.5,6905.0,71,ES.c.0
2026-02-27 08:49:00+00:00,33,1,42140878,6905.0,6905.5,6904.0,6905.0,197,ES.c.0
2026-02-27 08:50:00+00:00,33,1,42140878,6905.25,6906.5,6904.75,6905.75,99,ES.c.0
2026-02-27 08:51:00+00:00,33,1,42140878,6905.75,6906.5,6905.5,6906.5,55,ES.c.0
